air_pressure,air_temperature,avg_wind_direction,avg_wind_speed,max_wind_direction,max_wind_speed,rain_accumulation,rain_duration,relative_humidity,relative_humidity_pm,row_number
921.2110659,15.45042392,55.303143,17.89629188,76.74202225,23.43976847,0,8.213187173,8.762945026,7.443641852,165
920.9,15.73,214.5,2.3040482,239.3,2.8856526,0,0,62.44,55.78,166
918.7138944,18.4547009,65.723783,5.723355288,79.36463343,7.095593332,0,0,18.6347566,19.47085631,167
917.7062236,27.47296305,121.8818116,1.734641613,83.95062116,2.427703597,0,0,15.90510835,19.52840871,168
919.6,8.29,205.6,16.2401844,214.7,18.0521058,0.03,293,91.34,88.7,169
925.96,13.87,51.7,17.8731506,66.3,22.2799224,0,10,15.36,19.68,170
918.98,26.08,268,1.565858,241.1,2.1027236,0,0,36.35,37.25,171
917.7,23.77,40.2,6.6660812,59.5,8.2990474,0,0,22.33,23.8,172
919.9030809,13.31372099,48.10559492,8.828660563,64.13454679,11.03419158,0,0,20.43537504,22.67496457,173
923.61,14.67,47.7,10.6030956,67.1,13.6229646,0,0,17.98,16.45,174
915.15,29.02,203.6,1.11847,212.6,1.8342908,0,0,35.47,31.64,175
922.17,13.72,48.4,12.2136924,64.9,15.5914718,0,0,14.93,22.41,176
915.9,,183.3,4.7199434,189.9,5.3462866,0,0,29.26,46.5,177
918.4,16.07,189.3,5.1897008,195.6,5.6818276,0,0,13.16,25.11,178
919.4779271,20.03335722,47.04658845,10.56738329,64.8812473,13.6928726,0,6.534115493,9.374424197,11.54199692,179
916.1,10.68,199.9,3.2659324,220.1,4.026492,0,0,88.43,61.12,180
915.63,22.42,165.3,3.802798,179,5.256809,0,0,52.34,48.98,181
919,16.25,182.2,5.6147194,191.5,6.7331894,0,0,32.16,41.2,182
916.8176734,29.04858655,208.1183495,1.892737962,108.3191396,3.085170344,0,0,13.6867076,15.09523265,183
914.98,29.09,178.4,1.4316416,209.3,1.9685072,0,0,37.64,35.52,184
918.8767448,25.04650294,183.3776772,4.324869059,193.009675,5.06360032,0,0,10.07382203,9.449291931,185
916.5,21.69,102.3,2.4158952,49.1,3.2211936,0,0,49.01,52.97,186
922.1878752,13.81331892,48.38159909,12.29836798,64.9026287,15.68908393,0,0,14.94945239,22.20154393,187
922.57,20.76,193.5,2.6395892,220.2,3.6014734,0,0,19.95,19.68,188
924.14,13.09,222.4,3.243563,239.7,4.0488614,0.01,140,90.66,90.21,189
919.74,14.17,212.9,1.9685072,245.8,2.8185444,0,0,37.44,65.96,190
924.05,8.47,47.9,13.980875,68.3,17.8507812,0,20,16.71,13.27,191
920.59,5.9,163.8,5.256809,186.2,6.9121446,1.53,4310,36.79,23.75,192
917.8,18.89,157,2.2816788,180.9,3.3106712,0,0,32.06,52.51,193
919.36,9.3,280.9,2.5277422,274.8,3.6685816,0,70,90.7,70.32,194
918.3914977,22.87143229,181.7207583,1.63004495,185.8775567,2.24738385,0,0,11.81458456,18.27291835,195
911.7,8.78,190.1,3.3106712,217.7,4.0712308,0,0,90.09,54.37,196
920.93,24.13,40.2,2.1474624,65.1,2.9751302,0,0,15.09,14.61,197
922.698232,15.70822108,137.9249417,3.300545669,147.139294,5.146777719,0,0,19.8183735,19.60693827,198
922.9020623,16.00562455,269.1748773,1.906562783,232.723131,2.449735011,0,0,8.3099531,21.88523559,199
920.4057949,9.82583485,46.5963782,10.22502142,66.41307861,13.19277025,0,0,23.07243455,22.05724342,200
924.3902265,18.94393731,63.31115419,9.650178615,72.45162892,11.31602568,0,0,13.09353397,16.9971455,201
916.4,10.37,134.3,1.006623,172.3,1.4987498,0,0,91.15,68.26,202
913.52,16.95,182.9,8.3214168,189.1,9.3056704,0,0,40.25,48.89,203
907.99,5.2,161.2,12.2584312,187.7,17.7613036,0.98,3079,89.68,92.16,204
917.65,29.04,204,1.0513618,242.5,1.6105968,0,0,16.68,24.17,205
920,23.83,46.7,6.9792528,64.8,8.9701294,0,0,27.36,32.51,206
915.49,15.18,162.1,3.3777794,180.8,4.5633576,0,0,66.45,53.23,207
922.89,17.32,183.6,4.4067718,198.5,5.7265664,0,0,31.74,58.81,208
918.3,17.78,71.7,6.6213424,82.5,8.0306146,0,0,8.73,18.75,209
918.14,26.17,244.3,2.2816788,230.5,2.8856526,0,0,20.13,19.59,210
918.3095406,23.91799323,183.2677142,2.013337411,187.5795237,2.665303283,0,0,10.67546224,15.68484501,211
923.8852213,14.78172351,47.01875913,11.21570137,66.5550073,14.47634577,0,0,17.3082965,15.86277037,212
921.54,7.38,192.1,8.4108944,200.2,9.3727786,0.08,397,77.13,68.27,213
920.627327,25.92746944,95.56109178,2.901135951,124.8664049,3.968540654,0,0,18.10408267,16.62283008,214
917.24,7.49,153.8,7.2253162,78,10.5583568,0.06,740,55.88,51.51,215
918.88,15.94,178.8,4.362033,185.4,4.921268,0,0,34.77,44.29,216
923.6,4.79,130.9,1.7224438,163.1,2.7514362,0,10,79.26,56.22,217
921.1268634,9.230157867,42.3551878,11.3135682,65.46714208,15.0339002,0,0,28.24334024,19.04997387,218
921.6140613,15.85194249,35.94690682,4.472759068,55.81514063,5.664554056,0,0,11.81543762,13.17754565,219
923.7574672,21.62305603,195.4587087,5.090498516,218.7921781,6.46314964,0,0,17.41592061,18.67616179,220
919.0364128,23.45277099,108.7555383,2.924410013,59.47563149,3.618356966,0,0,13.41607864,19.97861256,221
915.5,20.45,177.4,3.5567346,195.7,4.585727,0,0,50.36,53.44,222
917.8075395,26.36788887,126.2423615,1.465764042,70.00171833,1.96225087,0,0,14.86957859,19.82618853,223
918.71,4.7,214.5,16.1283374,222.4,18.2757998,0,40,79.78,89.4,224
916.31,26.39,175.7,6.71082,187,8.1424616,0,0,24.16,41.57,225
914.7,17.54,171.9,8.5674802,182.8,10.625465,0,0,51.62,52.44,226
917.86,19.32,207.6,1.5211192,241.5,2.3040482,0,0,51.97,40.65,227
920.4809981,18.62179761,111.7479205,3.77668495,52.27047864,4.586099132,0,0,22.89603974,22.4393455,228
919.28,22.58,95.9,4.7199434,85.6,5.8831522,0.01,20,47.51,44.72,229
915.6,13.49,178.3,3.1988242,201.7,4.1607084,0,0,89.95,71.89,230
918.9,24.93,343.4,2.8632832,147.8,3.6685816,0,0,32.28,35.73,231
917.4,21.29,176.2,6.1292156,184,7.1358386,0.05,270,49.43,52.4,232
921.65,17.15,56.7,10.7149426,77.3,13.7124422,0,0,21.11,20.89,233
915.61,20.73,46.7,10.9162672,64.5,14.204569,0,10,8.3,12.71,234
915.8361258,21.41796476,178.2177358,3.337398212,186.3637652,4.142721001,0,0,10.91538616,21.17396146,235
922.18,5.82,195.4,7.1358386,208.5,8.4556332,0,0,84.08,77.87,236
923.5521786,21.71793901,197.674723,3.942863916,210.8224238,5.165807062,0,0,13.30978526,15.87360525,237
921.4455101,17.18448919,65.04693863,9.134018007,80.4816318,11.65902058,0,0,16.54143045,18.30612273,238
920.85,14.11,47.5,9.1267152,58.9,10.6030956,0,0,13.49,14.87,239
920.02,9.97,183.4,8.388525,193.7,9.8201666,0,0,50.36,71.65,240
921.34,16.89,59.1,11.8334126,86.3,16.5757254,0,0,20.63,17.71,241
916.5815039,24.01370135,177.4437013,6.690025815,185.4677636,7.53528201,0,0,15.48874732,22.78404812,242
922.32,13.07,215.9,9.395148,228.5,10.849159,0.02,60,91.12,91.16,243
917.08,17.76,220,3.4896264,230,4.362033,0,0,22.56,51.91,244
920.0421425,18.44543871,122.9616493,3.626740706,48.25147194,4.628611525,0,0,24.3668217,22.16642603,245
920.5,4.91,185.3,5.5699806,203.3,6.9792528,0,90,70.31,61.05,246
916.45,23.51,129.3,1.0513618,102.2,1.7671826,0,0,24.75,41.16,247
915.4,7.44,249.3,11.2070694,289.7,15.0098674,0.56,2495,90.47,51.1,248
919.55,15.05,49,20.8930196,58.5,24.6958176,0,0,12.86,9.82,249
917.6,23.85,63.9,11.6544574,84.7,15.099345,0,70,53.83,66.71,250
921.3913192,20.12417092,199.1894024,4.538617584,208.4446444,5.40260097,0,0,10.45281845,14.07935783,251
917.56,20.34,171.6,7.605596,179.6,8.6793272,0,0,40.14,37.55,252
923.9079209,22.62366337,225.4066007,2.611461343,222.4772277,3.461424717,0,0,16.69798676,18.3723432,253
918.1,23.03,198.9,1.454011,175.3,2.23694,0,0,19.25,36.91,254
919.6158852,21.83328421,47.04243047,4.266622538,80.47154209,6.046422157,0,0,14.42305345,17.46578259,255
914.06,20.35,180,3.9817532,200.2,5.0778538,0,0,59.21,54.18,256
915.2653904,26.84071525,147.9977025,1.381721488,145.4863187,1.838716306,0,0,19.29905188,20.39105,257
923.054433,18.42420568,151.842544,3.544045494,181.1710081,4.943764538,0,0,11.99979093,17.74857781,258
914.83,23.65,175.5,1.4092722,153.8,2.23694,0,0,47.51,53.84,259
916.65,31.89,185.2,1.7224438,217.5,2.1922012,0,0,12.05,14.08,260
919.47,29.21,53,3.131716,78,3.9817532,0,0,16.74,26.51,261
923.5966068,14.65588769,47.73775266,10.63627255,67.14584251,13.67142306,0,,17.99087636,16.46168535,262
915.1019014,22.89537237,210.4389883,1.359570338,126.3068145,1.988785063,0,0,22.7612053,21.79370897,263
919.71,21.27,149.3,2.796175,233.4,5.144962,0.171,999,12.21,8.45,264
916.9,20.21,333,0.6934514,143.8,1.2750558,0,0,20.19,29.47,265
923.78,18.03,150.3,4.0041226,179.1,5.5699806,0,0,10.97,17.78,266
922.85,17.27,47.7,15.434886,65,19.3047922,0,0,15.67,14.48,267
920.4,15.3,277.8,1.9461378,257.4,2.4830034,0.86,6950,43.63,56.25,268
920.5277587,15.79631623,55.19383295,12.48279264,73.42785151,15.31898188,0,0,18.13637262,11.00459535,269
921.4611652,17.28684921,65.07102334,9.38454164,80.62614005,11.99709279,0,0,16.22531864,18.25795332,270
923.82,17.98,126.4,2.9751302,63.8,3.467257,0,0,22.19,26.94,271
915.73,7.63,182.2,7.3147938,190.1,8.500372,0,0,90.61,87.29,272
917.15,9.65,169,10.2004464,184.6,12.6610804,0,0,34.7,63.2,273
922.7542207,10.17274383,47.771267,13.45038354,67.99995535,17.76127697,0,0,28.34741392,17.31998661,274
920.6319977,20.34418926,192.6645154,3.9575881,221.7386317,5.106171337,0,0,15.45566476,20.36778566,275
917.0108508,29.84408884,116.2586699,2.327021942,49.72975715,3.09794544,0,0,15.66874657,16.48969347,276
920.48,17,194.4,2.7514362,,3.8699062,0,0,52.58,54.03,277
916.4,25.84,182.5,3.914645,191.6,4.6304658,0,0,34.71,27.88,278
915.71,30.19,234.3,1.7448132,125.5,2.5053728,0,0,8.68,16.97,279
913.8,20.53,139.6,2.23694,188.5,3.5343652,0,0,35.16,60.2,280
929.32,9.99,107.7,1.789552,152.6,3.0422384,0,0,11.34,26.7,281
920.8759517,23.44921342,60.52244272,8.161792183,76.01683204,10.26903163,0,0,15.66055566,18.78987913,282
919.84,9.74,220.9,5.9502604,232.1,6.9568834,24.02,6690,91.4,67.24,283
920.9025993,13.88595371,70.74353221,2.901722608,63.99951283,3.511527166,0,0,21.67838488,23.87159318,284
919.8622252,24.11558741,220.8597052,1.644036217,159.9642197,2.555761291,0,0,14.79946385,22.53383155,285
913.6332677,28.14675792,206.3715931,1.311490874,165.0858179,1.907801164,0,0,15.61173428,24.37257155,286
913.49,10.61,169.3,5.3015478,192.3,6.7779282,0,0,76.05,53.67,287
913.26,9.03,235.9,11.4978716,252.6,14.1821996,0,150,89.75,88.56,288
918.55,11.53,175.3,3.019869,202.5,4.4291412,0,0,66.2,68.39,289
921.5654424,17.96866156,65.23144978,11.05326069,81.58869867,14.24896635,0,0,14.11972166,17.93710044,290
918.3,11.02,203.5,1.677705,189.8,2.2593094,0.02,240,61.38,51.07,291
916.8678815,27.47341642,91.34080647,1.876678521,122.7171291,2.651073695,0,0,27.88601462,20.354712,292
917.8037736,25.01549083,178.4783736,5.352933499,192.9531575,6.366609824,0,0,19.9366652,20.59496559,293
916.4723882,24.40559694,177.8555033,4.900103325,193.524122,5.902168621,0,0,19.74461351,21.98604272,294
920.3305959,22.35693925,149.9188291,2.815387376,179.0964804,3.963595764,0,0,18.83472065,16.65600767,295
916.12,9.49,212.2,1.7000744,232.5,2.572481,0,0,77.33,60.52,296
917.3,23.12,147.7,2.4158952,175.2,3.467257,0,0,12.99,13.62,297
923.2818523,9.301221406,46.5709468,14.15724013,67.53410494,18.20855047,0,17.74736746,17.25063181,14.88513753,298
923.21,6.59,264.5,1.2526864,203.3,1.9685072,0.725,5558,85,84.47,299
915.6,25.51,35.1,3.5119958,50.2,4.4515106,0,0,24.71,49.29,300
913.34,14.01,215,3.7133204,224.4,4.47388,0,0,81.77,64.01,301
916.75,16.43,79.7,2.5501116,96.5,3.1540854,0,0,35.24,47.15,302
918.59,10.6,78.1,4.697574,91.5,5.7265664,0.02,80,46.23,77.94,303
919.5763366,17.55664109,72.85668006,6.086013317,85.61107052,7.3882197,0,0,10.01830228,16.35686883,304
